#ProfileFileVersion=5.6
#ProfilerVersion=5.6.7262
#API=HSA
#Application=/root/MIOpen/build/bin/MIOpenDriver
#ApplicationArgs=conv -n 64 -c 3 -H 230 -W 230 -k 64 -y 7 -x 7 -p 0 -q 0 -u 2 -v 2 -l 1 -j 1 -m conv -g 1 -t 1 -F 1 -V 0
#WorkingDirectory=./bin/
#OS Version=Linux version 4.13.0-32-generic (buildd@lgw01-amd64-004) (gcc version 5.4.0 20160609 (Ubuntu 5.4.0-6ubuntu1~16.04.5)) #35~16.04.1-Ubuntu SMP Thu Jan 25 10:13:43 UTC 2018 Build 4.13.0
#DisplayName=
#ListSeparator=,
Method, ExecutionOrder, ThreadID, GlobalWorkSize, WorkGroupSize, LocalMemSize, VGPRs, SGPRs, Wavefronts, VALUInsts, SALUInsts, VFetchInsts, SFetchInsts, VWriteInsts, FlatVMemInsts, FlatLDSInsts, FetchSize, WriteSize
MIOpenConv1x1_gfx906, 16, 69913, { 802816       1       1}, {   64     1     1}, 0, 44, 103,     12544.00,      4324.00,        54.00,         0.00,       515.00,         0.00,       272.00,         0.00,      8093.19,     26857.00
MIOpenConv1x1_gfx906, 17, 69913, { 802816       1       1}, {   64     1     1}, 0, 44, 103,     12544.00,      4324.00,        54.00,         0.00,       515.00,         0.00,       272.00,         0.00,      7788.19,     26955.41
#ProfileFileVersion=5.6
#ProfilerVersion=5.6.7262
#API=HSA
#Application=/root/MIOpen/build/bin/MIOpenDriver
#ApplicationArgs=conv -n 64 -c 1024 -H 14 -W 14 -k 2048 -y 1 -x 1 -p 0 -q 0 -u 2 -v 2 -l 1 -j 1 -m conv -g 1 -t 1 -F 1 -V 0
#WorkingDirectory=./bin/
#OS Version=Linux version 4.13.0-32-generic (buildd@lgw01-amd64-004) (gcc version 5.4.0 20160609 (Ubuntu 5.4.0-6ubuntu1~16.04.5)) #35~16.04.1-Ubuntu SMP Thu Jan 25 10:13:43 UTC 2018 Build 4.13.0
#DisplayName=
#ListSeparator=,
Method, ExecutionOrder, ThreadID, GlobalWorkSize, WorkGroupSize, LocalMemSize, VGPRs, SGPRs, Wavefronts, VALUInsts, SALUInsts, VFetchInsts, SFetchInsts, VWriteInsts, FlatVMemInsts, FlatLDSInsts, FetchSize, WriteSize
transpose_NCHW2CNHW_gfx906, 1, 69974, {  50176       1       1}, {  256     1     1}, 0, 20, 61,       784.00,       241.00,       113.00,         0.00,         3.00,         0.00,       128.00,         0.00,     25198.44,      6449.91
Cijk_Ailk_Bljk_SB_MT128x128x16_SE_APM1_AF0EM1_AF1EM1_AMAS3_ASEM1_BL1_DTL0_EPS1_FL0_GRVW4_GSU1_ISA906_IU1_K1_KLA_LPA0_LPB0_LDL1_MGWVW1_NLCA1_NLCB1_PK0_PGR1_PLR1_RK0_SU32_SNLL0_TT8_8_USFGRO0_VAW1_VW4_WG16_16_1_WGM8_gfx906, 2, 69974, {   6400      16       1}, {  256     1     1}, 32768, 121, 98,      1600.00,     65764.04,      1437.88,       256.00,        35.00,        17.92,         0.00,         0.00,     67699.88,     12547.56
(anonymous&nbsp;namespace)::hip_fill_n<256u&comma;&nbsp;unsigned&nbsp;int*&comma;&nbsp;unsigned&nbsp;long&comma;&nbsp;unsigned&nbsp;int>_gfx906, 3, 69974, {6422528       1       1}, {  256     1     1}, 0, 11, 18,    100352.00,        38.00,         9.00,         0.00,         4.00,         0.00,         1.00,         0.00,       106.06,     12544.00
Cijk_Ailk_Bljk_SB_MT128x128x16_SE_APM1_AF0EM1_AF1EM1_AMAS3_ASEM1_BL1_DTL0_EPS1_FL0_GRVW4_GSU1_ISA906_IU1_K1_KLA_LPA0_LPB0_LDL1_MGWVW1_NLCA1_NLCB1_PK0_PGR1_PLR1_RK0_SU32_SNLL0_TT8_8_USFGRO0_VAW1_VW4_WG16_16_1_WGM8_gfx906, 4, 69974, {   6400      16       1}, {  256     1     1}, 32768, 121, 98,      1600.00,     65764.04,      1437.88,       256.00,        35.00,        17.92,         0.00,         0.00,     63675.56,     12544.00
transpose_CNHW2NCHW_opt_gfx906, 5, 69974, { 100352       1       1}, {  256     1     1}, 0, 19, 11,      1568.00,       148.00,        70.00,         0.00,         3.00,         0.00,       128.00,         0.00,     12612.94,     12544.00
sp3AsmConvRxSU_gfx906, 6, 69974, {  32768       1       1}, {  512     1     1}, 65536, 126, 101,       512.00,   2530290.72,    317374.62,    131106.00,         3.00,       264.00,         0.00,         0.00,    806964.94,     12544.03
SubSample_gfx906, 7, 69974, {  50176      64       1}, {  256     1     1}, 0, 9, 14,     50176.00,        29.00,         9.00,         0.00,         3.00,         0.00,         2.00,         0.00,     25278.38,      6272.00
gcnAsmConv1x1U_gfx906, 8, 69974, {    256      64       4}, {  256     1     1}, 0, 196, 80,      1024.00,    131347.00,     26514.00,      4096.00,      4099.00,       128.00,         0.00,         0.00,     22737.00,     12684.00
MIOpenConv1x1_gfx906, 9, 69974, { 200704       1       1}, {   64     1     1}, 0, 55, 98,      3136.00,     43876.00,       153.00,         0.00,      8195.00,         0.00,      1056.00,         0.00,    193555.56,     13960.12
SubSample_gfx906, 10, 69974, {  50176      64       1}, {  256     1     1}, 0, 9, 14,     50176.00,        29.00,         9.00,         0.00,         3.00,         0.00,         2.00,         0.00,     25273.31,      6272.00
gcnAsmConv1x1U_gfx906, 11, 69974, {    256      64       4}, {  256     1     1}, 0, 196, 80,      1024.00,    131347.00,     26514.00,      4096.00,      4099.00,       128.00,         0.00,         0.00,     22728.31,     12678.78
SubSample_gfx906, 12, 69974, {  50176      64       1}, {  256     1     1}, 0, 9, 14,     50176.00,        29.00,         9.00,         0.00,         3.00,         0.00,         2.00,         0.00,     25284.62,      6272.00
gcnAsmConv1x1U_gfx906, 13, 69974, {    256      64       4}, {  256     1     1}, 0, 196, 80,      1024.00,    131347.00,     26514.00,      4096.00,      4099.00,       128.00,         0.00,         0.00,     22724.88,     12678.38
SubSample_gfx906, 14, 69974, {  50176      64       1}, {  256     1     1}, 0, 9, 14,     50176.00,        29.00,         9.00,         0.00,         3.00,         0.00,         2.00,         0.00,     25272.81,      6272.00
gcnAsmConv1x1U_gfx906, 15, 69974, {    256      64       4}, {  256     1     1}, 0, 196, 80,      1024.00,    131347.00,     26514.00,      4096.00,      4099.00,       128.00,         0.00,         0.00,     22717.19,     12655.38
SubSample_gfx906, 16, 69974, {  50176      64       1}, {  256     1     1}, 0, 9, 14,     50176.00,        29.00,         9.00,         0.00,         3.00,         0.00,         2.00,         0.00,     25275.88,      6272.00
gcnAsmConv1x1U_gfx906, 17, 69974, {    256      64       4}, {  256     1     1}, 0, 196, 80,      1024.00,    131347.00,     26514.00,      4096.00,      4099.00,       128.00,         0.00,         0.00,     22717.19,     12682.16
SubSample_gfx906, 18, 69974, {  50176      64       1}, {  256     1     1}, 0, 9, 14,     50176.00,        29.00,         9.00,         0.00,         3.00,         0.00,         2.00,         0.00,     25278.69,      6272.00
gcnAsmConv1x1U_gfx906, 19, 69974, {    256      64       4}, {  256     1     1}, 0, 196, 80,      1024.00,    131347.00,     26514.00,      4096.00,      4099.00,       128.00,         0.00,         0.00,     22731.44,     12684.00
SubSample_gfx906, 20, 69974, {  50176      64       1}, {  256     1     1}, 0, 9, 14,     50176.00,        29.00,         9.00,         0.00,         3.00,         0.00,         2.00,         0.00,     25277.38,      6272.00
gcnAsmConv1x1U_gfx906, 21, 69974, {    256      64       4}, {  256     1     1}, 0, 196, 80,      1024.00,    131347.00,     26514.00,      4096.00,      4099.00,       128.00,         0.00,         0.00,     22784.62,     12653.66
SubSample_gfx906, 22, 69974, {  50176      64       1}, {  256     1     1}, 0, 9, 14,     50176.00,        29.00,         9.00,         0.00,         3.00,         0.00,         2.00,         0.00,     25265.38,      6272.00
gcnAsmConv1x1U_gfx906, 23, 69974, {    256      64       4}, {  256     1     1}, 0, 196, 80,      1024.00,    131347.00,     26514.00,      4096.00,      4099.00,       128.00,         0.00,         0.00,     22725.06,     12674.47
SubSample_gfx906, 24, 69974, {  50176      64       1}, {  256     1     1}, 0, 9, 14,     50176.00,        29.00,         9.00,         0.00,         3.00,         0.00,         2.00,         0.00,     25279.50,      6272.00
gcnAsmConv1x1U_gfx906, 25, 69974, {    256      64       4}, {  256     1     1}, 0, 196, 80,      1024.00,    131347.00,     26514.00,      4096.00,      4099.00,       128.00,         0.00,         0.00,     22725.25,     12671.25
SubSample_gfx906, 26, 69974, {  50176      64       1}, {  256     1     1}, 0, 9, 14,     50176.00,        29.00,         9.00,         0.00,         3.00,         0.00,         2.00,         0.00,     25271.44,      6272.00
gcnAsmConv1x1U_gfx906, 27, 69974, {    256      64       4}, {  256     1     1}, 0, 196, 80,      1024.00,    131347.00,     26514.00,      4096.00,      4099.00,       128.00,         0.00,         0.00,     22733.31,     12679.97
SubSample_gfx906, 28, 69974, {  50176      64       1}, {  256     1     1}, 0, 9, 14,     50176.00,        29.00,         9.00,         0.00,         3.00,         0.00,         2.00,         0.00,     25288.00,      6272.00
#ProfileFileVersion=5.6
#ProfilerVersion=5.6.7262
#API=HSA
#Application=/root/MIOpen/build/bin/MIOpenDriver
#ApplicationArgs=conv -n 64 -c 1024 -H 14 -W 14 -k 2048 -y 1 -x 1 -p 0 -q 0 -u 2 -v 2 -l 1 -j 1 -m conv -g 1 -t 1 -F 1 -V 0
#WorkingDirectory=./bin/
#OS Version=Linux version 4.13.0-32-generic (buildd@lgw01-amd64-004) (gcc version 5.4.0 20160609 (Ubuntu 5.4.0-6ubuntu1~16.04.5)) #35~16.04.1-Ubuntu SMP Thu Jan 25 10:13:43 UTC 2018 Build 4.13.0
#DisplayName=
#ListSeparator=,
Method, ExecutionOrder, ThreadID, GlobalWorkSize, WorkGroupSize, LocalMemSize, VGPRs, SGPRs, Wavefronts, VALUInsts, SALUInsts, VFetchInsts, SFetchInsts, VWriteInsts, FlatVMemInsts, FlatLDSInsts, FetchSize, WriteSize
transpose_NCHW2CNHW_gfx906, 1, 70035, {  50176       1       1}, {  256     1     1}, 0, 20, 61,       784.00,       241.00,       113.00,         0.00,         3.00,         0.00,       128.00,         0.00,     25167.25,      6434.84
Cijk_Ailk_Bljk_SB_MT128x128x16_SE_APM1_AF0EM1_AF1EM1_AMAS3_ASEM1_BL1_DTL0_EPS1_FL0_GRVW4_GSU1_ISA906_IU1_K1_KLA_LPA0_LPB0_LDL1_MGWVW1_NLCA1_NLCB1_PK0_PGR1_PLR1_RK0_SU32_SNLL0_TT8_8_USFGRO0_VAW1_VW4_WG16_16_1_WGM8_gfx906, 2, 70035, {   6400      16       1}, {  256     1     1}, 32768, 121, 98,      1600.00,     65764.04,      1437.88,       256.00,        35.00,        17.92,         0.00,         0.00,     59941.06,     12544.12
(anonymous&nbsp;namespace)::hip_fill_n<256u&comma;&nbsp;unsigned&nbsp;int*&comma;&nbsp;unsigned&nbsp;long&comma;&nbsp;unsigned&nbsp;int>_gfx906, 3, 70035, {6422528       1       1}, {  256     1     1}, 0, 11, 18,    100352.00,        38.00,         9.00,         0.00,         4.00,         0.00,         1.00,         0.00,       109.44,     12544.00
Cijk_Ailk_Bljk_SB_MT128x128x16_SE_APM1_AF0EM1_AF1EM1_AMAS3_ASEM1_BL1_DTL0_EPS1_FL0_GRVW4_GSU1_ISA906_IU1_K1_KLA_LPA0_LPB0_LDL1_MGWVW1_NLCA1_NLCB1_PK0_PGR1_PLR1_RK0_SU32_SNLL0_TT8_8_USFGRO0_VAW1_VW4_WG16_16_1_WGM8_gfx906, 4, 70035, {   6400      16       1}, {  256     1     1}, 32768, 121, 98,      1600.00,     65764.04,      1437.88,       256.00,        35.00,        17.92,         0.00,         0.00,     63760.31,     12544.00
transpose_CNHW2NCHW_opt_gfx906, 5, 70035, { 100352       1       1}, {  256     1     1}, 0, 19, 11,      1568.00,       148.00,        70.00,         0.00,         3.00,         0.00,       128.00,         0.00,     12609.56,     12544.00
sp3AsmConvRxSU_gfx906, 6, 70035, {  32768       1       1}, {  512     1     1}, 65536, 126, 101,       512.00,   2530370.10,    317512.32,    131106.00,         3.00,       264.00,         0.00,         0.00,    807596.00,     12544.03
SubSample_gfx906, 7, 70035, {  50176      64       1}, {  256     1     1}, 0, 9, 14,     50176.00,        29.00,         9.00,         0.00,         3.00,         0.00,         2.00,         0.00,     25288.44,      6272.00
gcnAsmConv1x1U_gfx906, 8, 70035, {    256      64       4}, {  256     1     1}, 0, 196, 80,      1024.00,    131347.00,     26514.00,      4096.00,      4099.00,       128.00,         0.00,         0.00,     22736.06,     12675.72
MIOpenConv1x1_gfx906, 9, 70035, { 200704       1       1}, {   64     1     1}, 0, 55, 98,      3136.00,     43876.00,       153.00,         0.00,      8195.00,         0.00,      1056.00,         0.00,    247878.50,     13747.94
SubSample_gfx906, 10, 70035, {  50176      64       1}, {  256     1     1}, 0, 9, 14,     50176.00,        29.00,         9.00,         0.00,         3.00,         0.00,         2.00,         0.00,     25272.00,      6272.00
gcnAsmConv1x1U_gfx906, 11, 70035, {    256      64       4}, {  256     1     1}, 0, 196, 80,      1024.00,    131347.00,     26514.00,      4096.00,      4099.00,       128.00,         0.00,         0.00,     22722.12,     12676.44
SubSample_gfx906, 12, 70035, {  50176      64       1}, {  256     1     1}, 0, 9, 14,     50176.00,        29.00,         9.00,         0.00,         3.00,         0.00,         2.00,         0.00,     25278.75,      6272.09
gcnAsmConv1x1U_gfx906, 13, 70035, {    256      64       4}, {  256     1     1}, 0, 196, 80,      1024.00,    131347.00,     26514.00,      4096.00,      4099.00,       128.00,         0.00,         0.00,     22723.88,     12680.59
SubSample_gfx906, 14, 70035, {  50176      64       1}, {  256     1     1}, 0, 9, 14,     50176.00,        29.00,         9.00,         0.00,         3.00,         0.00,         2.00,         0.00,     25281.12,      6272.00
gcnAsmConv1x1U_gfx906, 15, 70035, {    256      64       4}, {  256     1     1}, 0, 196, 80,      1024.00,    131347.00,     26514.00,      4096.00,      4099.00,       128.00,         0.00,         0.00,     22724.00,     12683.00
SubSample_gfx906, 16, 70035, {  50176      64       1}, {  256     1     1}, 0, 9, 14,     50176.00,        29.00,         9.00,         0.00,         3.00,         0.00,         2.00,         0.00,     25277.12,      6272.09
gcnAsmConv1x1U_gfx906, 17, 70035, {    256      64       4}, {  256     1     1}, 0, 196, 80,      1024.00,    131347.00,     26514.00,      4096.00,      4099.00,       128.00,         0.00,         0.00,     22730.12,     12672.78
SubSample_gfx906, 18, 70035, {  50176      64       1}, {  256     1     1}, 0, 9, 14,     50176.00,        29.00,         9.00,         0.00,         3.00,         0.00,         2.00,         0.00,     25276.69,      6272.00
gcnAsmConv1x1U_gfx906, 19, 70035, {    256      64       4}, {  256     1     1}, 0, 196, 80,      1024.00,    131347.00,     26514.00,      4096.00,      4099.00,       128.00,         0.00,         0.00,     22722.50,     12689.75
SubSample_gfx906, 20, 70035, {  50176      64       1}, {  256     1     1}, 0, 9, 14,     50176.00,        29.00,         9.00,         0.00,         3.00,         0.00,         2.00,         0.00,     25277.19,      6272.00
gcnAsmConv1x1U_gfx906, 21, 70035, {    256      64       4}, {  256     1     1}, 0, 196, 80,      1024.00,    131347.00,     26514.00,      4096.00,      4099.00,       128.00,         0.00,         0.00,     22726.00,     12682.88
SubSample_gfx906, 22, 70035, {  50176      64       1}, {  256     1     1}, 0, 9, 14,     50176.00,        29.00,         9.00,         0.00,         3.00,         0.00,         2.00,         0.00,     25264.94,      6272.00
gcnAsmConv1x1U_gfx906, 23, 70035, {    256      64       4}, {  256     1     1}, 0, 196, 80,      1024.00,    131347.00,     26514.00,      4096.00,      4099.00,       128.00,         0.00,         0.00,     22731.38,     12676.88
SubSample_gfx906, 24, 70035, {  50176      64       1}, {  256     1     1}, 0, 9, 14,     50176.00,        29.00,         9.00,         0.00,         3.00,         0.00,         2.00,         0.00,     25281.88,      6272.00
gcnAsmConv1x1U_gfx906, 25, 70035, {    256      64       4}, {  256     1     1}, 0, 196, 80,      1024.00,    131347.00,     26514.00,      4096.00,      4099.00,       128.00,         0.00,         0.00,     22720.50,     12663.81
SubSample_gfx906, 26, 70035, {  50176      64       1}, {  256     1     1}, 0, 9, 14,     50176.00,        29.00,         9.00,         0.00,         3.00,         0.00,         2.00,         0.00,     25281.56,      6272.00
gcnAsmConv1x1U_gfx906, 27, 70035, {    256      64       4}, {  256     1     1}, 0, 196, 80,      1024.00,    131347.00,     26514.00,      4096.00,      4099.00,       128.00,         0.00,         0.00,     22725.81,     12681.22
SubSample_gfx906, 28, 70035, {  50176      64       1}, {  256     1     1}, 0, 9, 14,     50176.00,        29.00,         9.00,         0.00,         3.00,         0.00,         2.00,         0.00,     25255.50,      6272.00
#ProfileFileVersion=5.6
#ProfilerVersion=5.6.7262
#API=HSA
#Application=/root/MIOpen/build/bin/MIOpenDriver
#ApplicationArgs=conv -n 64 -c 1024 -H 14 -W 14 -k 512 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1 -F 1 -V 0
#WorkingDirectory=./bin/
#OS Version=Linux version 4.13.0-32-generic (buildd@lgw01-amd64-004) (gcc version 5.4.0 20160609 (Ubuntu 5.4.0-6ubuntu1~16.04.5)) #35~16.04.1-Ubuntu SMP Thu Jan 25 10:13:43 UTC 2018 Build 4.13.0
#DisplayName=
#ListSeparator=,
Method, ExecutionOrder, ThreadID, GlobalWorkSize, WorkGroupSize, LocalMemSize, VGPRs, SGPRs, Wavefronts, VALUInsts, SALUInsts, VFetchInsts, SFetchInsts, VWriteInsts, FlatVMemInsts, FlatLDSInsts, FetchSize, WriteSize
transpose_NCHW2CNHW_opt_gfx906, 1, 70099, {  50176       1       1}, {  256     1     1}, 0, 22, 62,       784.00,       261.00,       125.00,         0.00,         3.00,         0.00,       128.00,         0.00,     25127.62,     25468.56
Cijk_Ailk_Bljk_SB_MT128x64x16_SE_APM0_AF0EM1_AF1EM1_AMAS3_ASEM1_BL1_DTL0_EPS1_FL1_GRVW4_GSU1_ISA906_IU1_K1_KLA_LPA0_LPB0_LDL1_MGWVW1_NLCA1_NLCB1_PK0_PGR1_PLR1_RK0_SU32_SNLL0_TT4_8_USFGRO0_VAW1_VW4_WG32_8_1_WGM8_gfx906, 2, 70099, {  25088       8       1}, {  256     1     1}, 28672, 76, 98,      3136.00,     32914.00,      1435.27,       192.00,        35.00,         8.00,         0.00,         0.00,     37750.00,     12544.00
(anonymous&nbsp;namespace)::hip_fill_n<256u&comma;&nbsp;unsigned&nbsp;int*&comma;&nbsp;unsigned&nbsp;long&comma;&nbsp;unsigned&nbsp;int>_gfx906, 3, 70099, {6422528       1       1}, {  256     1     1}, 0, 11, 18,    100352.00,        38.00,         9.00,         0.00,         4.00,         0.00,         1.00,         0.00,       102.62,     12544.00
Cijk_Ailk_Bljk_SB_MT128x64x16_SE_APM0_AF0EM1_AF1EM1_AMAS3_ASEM1_BL1_DTL0_EPS1_FL1_GRVW4_GSU1_ISA906_IU1_K1_KLA_LPA0_LPB0_LDL1_MGWVW1_NLCA1_NLCB1_PK0_PGR1_PLR1_RK0_SU32_SNLL0_TT4_8_USFGRO0_VAW1_VW4_WG32_8_1_WGM8_gfx906, 4, 70099, {  25088       8       1}, {  256     1     1}, 28672, 76, 98,      3136.00,     32914.00,      1435.27,       192.00,        35.00,         8.00,         0.00,         0.00,     37054.06,     12544.00
transpose_CNHW2NCHW_opt_gfx906, 5, 70099, {  25088       1       1}, {  256     1     1}, 0, 22, 47,       392.00,       159.00,        74.00,         0.00,         3.00,         0.00,       128.00,         0.00,     12581.06,     12544.00
sp3AsmConvRxSU_gfx906, 6, 70099, {  32768       1       1}, {  512     1     1}, 65536, 126, 101,       512.00,    940998.23,    127237.96,     51234.00,         3.00,       208.00,         0.00,         0.00,    526614.75,     13940.91
gcnAsmConv1x1U_gfx906, 7, 70099, {    512       4      64}, {  512     1     1}, 0, 84, 91,      2048.00,     65683.00,     22386.00,      1024.00,      8195.00,        64.00,         0.00,         0.00,     48154.69,     12544.72
MIOpenConv1x1_gfx906, 8, 70099, { 200704       1       1}, {   64     1     1}, 0, 57, 98,      3136.00,     33637.00,       105.00,         0.00,      4099.00,         0.00,      1056.00,         0.00,     29503.88,     12683.91
gcnAsmConv1x1U_gfx906, 9, 70099, {    512       4      64}, {  512     1     1}, 0, 84, 91,      2048.00,     65683.00,     22386.00,      1024.00,      8195.00,        64.00,         0.00,         0.00,     50118.12,     12544.06
gcnAsmConv1x1U_gfx906, 10, 70099, {    512       4      64}, {  512     1     1}, 0, 84, 91,      2048.00,     65683.00,     22386.00,      1024.00,      8195.00,        64.00,         0.00,         0.00,     48864.56,     12544.28
gcnAsmConv1x1U_gfx906, 11, 70099, {    512       4      64}, {  512     1     1}, 0, 84, 91,      2048.00,     65683.00,     22386.00,      1024.00,      8195.00,        64.00,         0.00,         0.00,     50426.81,     12544.19
gcnAsmConv1x1U_gfx906, 12, 70099, {    512       4      64}, {  512     1     1}, 0, 84, 91,      2048.00,     65683.00,     22386.00,      1024.00,      8195.00,        64.00,         0.00,         0.00,     50309.94,     12544.00
gcnAsmConv1x1U_gfx906, 13, 70099, {    512       4      64}, {  512     1     1}, 0, 84, 91,      2048.00,     65683.00,     22386.00,      1024.00,      8195.00,        64.00,         0.00,         0.00,     49091.12,     12544.59
gcnAsmConv1x1U_gfx906, 14, 70099, {    512       4      64}, {  512     1     1}, 0, 84, 91,      2048.00,     65683.00,     22386.00,      1024.00,      8195.00,        64.00,         0.00,         0.00,     49521.25,     12544.12
gcnAsmConv1x1U_gfx906, 15, 70099, {    512       4      64}, {  512     1     1}, 0, 84, 91,      2048.00,     65683.00,     22386.00,      1024.00,      8195.00,        64.00,         0.00,         0.00,     48467.44,     12544.00
gcnAsmConv1x1U_gfx906, 16, 70099, {    512       4      64}, {  512     1     1}, 0, 84, 91,      2048.00,     65683.00,     22386.00,      1024.00,      8195.00,        64.00,         0.00,         0.00,     49532.88,     12544.00
gcnAsmConv1x1U_gfx906, 17, 70099, {    512       4      64}, {  512     1     1}, 0, 84, 91,      2048.00,     65683.00,     22386.00,      1024.00,      8195.00,        64.00,         0.00,         0.00,     54706.00,     12544.19
#ProfileFileVersion=5.6
#ProfilerVersion=5.6.7262
#API=HSA
#Application=/root/MIOpen/build/bin/MIOpenDriver
#ApplicationArgs=conv -n 64 -c 512 -H 16 -W 16 -k 512 -y 3 -x 3 -p 0 -q 0 -u 2 -v 2 -l 1 -j 1 -m conv -g 1 -t 1 -F 1 -V 0
#WorkingDirectory=./bin/
#OS Version=Linux version 4.13.0-32-generic (buildd@lgw01-amd64-004) (gcc version 5.4.0 20160609 (Ubuntu 5.4.0-6ubuntu1~16.04.5)) #35~16.04.1-Ubuntu SMP Thu Jan 25 10:13:43 UTC 2018 Build 4.13.0
#DisplayName=
#ListSeparator=,
Method, ExecutionOrder, ThreadID, GlobalWorkSize, WorkGroupSize, LocalMemSize, VGPRs, SGPRs, Wavefronts, VALUInsts, SALUInsts, VFetchInsts, SFetchInsts, VWriteInsts, FlatVMemInsts, FlatLDSInsts, FetchSize, WriteSize
Im2d2Col_gfx906, 1, 70160, { 131072       1       1}, {  256     1     1}, 4420, 14, 34,      2048.00,       202.00,        73.75,         0.00,         6.00,         0.00,         6.25,         0.00,       270.00,       442.09
miog_betac_gfx906, 2, 70160, {  12800       1       1}, {  256     1     1}, 0, 6, 12,       200.00,        17.04,        13.04,         0.00,         2.00,         0.00,         1.00,         0.00,         6.31,        50.03
miog_alphaab_gfx906, 3, 70160, {  73216       1       1}, {  256     1     1}, 10624, 63, 32,      1144.00,      2808.98,       145.35,         0.00,         6.00,        13.12,       103.77,         0.00,      5448.81,        50.28
miog_betac_gfx906, 4, 70160, {  12800       1       1}, {  256     1     1}, 0, 6, 12,       200.00,        17.04,        13.04,         0.00,         2.00,         0.00,         1.00,         0.00,         4.25,        50.00
miog_alphaab_gfx906, 5, 70160, {  73216       1       1}, {  256     1     1}, 10624, 63, 32,      1144.00,      2807.85,       144.21,         0.00,         6.00,        12.55,       102.64,         0.00,      5434.69,        50.12
sp3AsmConvRxSU_gfx906, 6, 70160, {  32768       1       1}, {  512     1     1}, 65536, 126, 101,       512.00,    635036.00,     81969.40,     32802.00,         3.00,        72.00,         0.00,         0.00,    140333.69,      3136.00
MIOpenCDFGen4_gfx906, 7, 70160, {     16      32     256}, {   16    16     1}, 5904, 117, 34,      2048.00,    302819.00,     20251.00,         0.00,         5.00,         0.00,      5280.00,         0.00,     70199.38,      3237.88
MIOpenConvUni_gfx906, 8, 70160, {     64      64      64}, {   64     1     1}, 1444, 61, 28,      4096.00,    122983.00,      8753.00,         0.00,         3.00,         0.00,      3080.00,         0.00,     62285.19,      3136.72
sp3AsmConvRxSU_gfx906, 9, 70160, {  32768       1       1}, {  512     1     1}, 65536, 126, 101,       512.00,    634785.98,     81872.92,     32802.00,         3.00,        72.00,         0.00,         0.00,    140341.00,      3136.00
sp3AsmConvRxSU_gfx906, 10, 70160, {  32768       1       1}, {  512     1     1}, 65536, 126, 101,       512.00,    634724.58,     81675.06,     32802.00,         3.00,        72.00,         0.00,         0.00,    140343.75,      3136.03
sp3AsmConvRxSU_gfx906, 11, 70160, {  32768       1       1}, {  512     1     1}, 65536, 126, 101,       512.00,    634676.05,     81720.11,     32802.00,         3.00,        72.00,         0.00,         0.00,    140338.94,      3136.00
sp3AsmConvRxSU_gfx906, 12, 70160, {  32768       1       1}, {  512     1     1}, 65536, 126, 101,       512.00,    634012.14,     80246.37,     32802.00,         3.00,        72.00,         0.00,         0.00,    140332.12,      3136.03
sp3AsmConvRxSU_gfx906, 13, 70160, {  32768       1       1}, {  512     1     1}, 65536, 126, 101,       512.00,    633978.75,     80209.72,     32802.00,         3.00,        72.00,         0.00,         0.00,    140331.81,      3136.00
sp3AsmConvRxSU_gfx906, 14, 70160, {  32768       1       1}, {  512     1     1}, 65536, 126, 101,       512.00,    634086.19,     80457.39,     32802.00,         3.00,        72.00,         0.00,         0.00,    140322.69,      3136.03
sp3AsmConvRxSU_gfx906, 15, 70160, {  32768       1       1}, {  512     1     1}, 65536, 126, 101,       512.00,    634755.48,     81817.52,     32802.00,         3.00,        72.00,         0.00,         0.00,    140330.50,      3136.00
sp3AsmConvRxSU_gfx906, 16, 70160, {  32768       1       1}, {  512     1     1}, 65536, 126, 101,       512.00,    634074.46,     80307.35,     32802.00,         3.00,        72.00,         0.00,         0.00,    140332.19,      3136.03
sp3AsmConvRxSU_gfx906, 17, 70160, {  32768       1       1}, {  512     1     1}, 65536, 126, 101,       512.00,    634392.02,     80983.30,     32802.00,         3.00,        72.00,         0.00,         0.00,    140329.00,      3136.00
#ProfileFileVersion=5.6
#ProfilerVersion=5.6.7262
#API=HSA
#Application=/root/MIOpen/build/bin/MIOpenDriver
#ApplicationArgs=conv -n 64 -c 512 -H 7 -W 7 -k 2048 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1 -F 1 -V 0
#WorkingDirectory=./bin/
#OS Version=Linux version 4.13.0-32-generic (buildd@lgw01-amd64-004) (gcc version 5.4.0 20160609 (Ubuntu 5.4.0-6ubuntu1~16.04.5)) #35~16.04.1-Ubuntu SMP Thu Jan 25 10:13:43 UTC 2018 Build 4.13.0
#DisplayName=
#ListSeparator=,
Method, ExecutionOrder, ThreadID, GlobalWorkSize, WorkGroupSize, LocalMemSize, VGPRs, SGPRs, Wavefronts, VALUInsts, SALUInsts, VFetchInsts, SFetchInsts, VWriteInsts, FlatVMemInsts, FlatLDSInsts, FetchSize, WriteSize
transpose_NCHW2CNHW_opt_gfx906, 1, 70221, {  25088       1       1}, {  256     1     1}, 0, 20, 61,       392.00,       228.00,       111.00,         0.00,         3.00,         0.00,       128.00,         0.00,      3156.00,      3139.03
