#ProfileFileVersion=5.6
#ProfilerVersion=5.6.7262
#API=HSA
#Application=/root/MIOpen/build/bin/MIOpenDriver
#ApplicationArgs=conv -n 64 -c 3 -H 230 -W 230 -k 64 -y 7 -x 7 -p 0 -q 0 -u 2 -v 2 -l 1 -j 1 -m conv -g 1 -t 1 -F 1 -V 0
#WorkingDirectory=./bin/
#OS Version=Linux version 4.13.0-32-generic (buildd@lgw01-amd64-004) (gcc version 5.4.0 20160609 (Ubuntu 5.4.0-6ubuntu1~16.04.5)) #35~16.04.1-Ubuntu SMP Thu Jan 25 10:13:43 UTC 2018 Build 4.13.0
#DisplayName=
#ListSeparator=,
Method, ExecutionOrder, ThreadID, GlobalWorkSize, WorkGroupSize, LocalMemSize, VGPRs, SGPRs, Wavefronts, VALUInsts, SALUInsts, VFetchInsts, SFetchInsts, VWriteInsts, FlatVMemInsts, FlatLDSInsts, FetchSize, WriteSize
Cijk_Ailk_Bljk_SB_MT256x32x8_SE_APM0_AF0EM1_AF1EM1_AMAS3_ASEM1_BL1_DTL1_EPS0_FL1_GRVW1_GSU1_ISA906_IU1_K1_KLA_LPA0_LPB0_LDL1_MGWVW1_NLCA1_NLCB1_PK0_PGR0_PLR1_RK0_SU32_SNLL0_TT8_4_USFGRO1_VAW1_VW4_WG32_8_1_WGM8_gfx906, 4, 69094, {  12544      32       1}, {  256     1     1}, 9216, 62, 98,      6272.00,      8299.00,      1080.10,       288.00,        35.00,         8.00,         0.00,         0.00,     26379.12,     25088.00
transpose_CNHW2NCHW_opt_gfx906, 5, 69094, {  50176       1       1}, {  256     1     1}, 0, 22, 46,       784.00,       159.00,        74.00,         0.00,         3.00,         0.00,       128.00,         0.00,     25143.38,     25088.00
sp3AsmConvRxSU_gfx906, 6, 69094, {  32768       1       1}, {  512     1     1}, 65536, 126, 101,       512.00,    466943.12,     66443.56,     25122.00,         3.00,       400.00,         0.00,         0.00,    188360.94,     27730.03
gcnAsmConv1x1U_gfx906, 7, 69094, {    256      32      22}, {  128     1     1}, 0, 124, 91,      2816.00,     24787.00,      7826.00,       768.00,      2051.00,        96.00,         0.00,         0.00,     11605.44,     25860.88
MIOpenConv1x1_gfx906, 8, 69094, { 802816       1       1}, {   64     1     1}, 0, 44, 103,     12544.00,      4324.00,        54.00,         0.00,       515.00,         0.00,       272.00,         0.00,      7930.31,     26947.97
MIOpenConv1x1_gfx906, 9, 69094, { 802816       1       1}, {   64     1     1}, 0, 44, 103,     12544.00,      4324.00,        54.00,         0.00,       515.00,         0.00,       272.00,         0.00,      7958.44,     26882.91
MIOpenConv1x1_gfx906, 10, 69094, { 802816       1       1}, {   64     1     1}, 0, 44, 103,     12544.00,      4324.00,        54.00,         0.00,       515.00,         0.00,       272.00,         0.00,      8023.25,     26894.72
MIOpenConv1x1_gfx906, 11, 69094, { 802816       1       1}, {   64     1     1}, 0, 44, 103,     12544.00,      4324.00,        54.00,         0.00,       515.00,         0.00,       272.00,         0.00,      8024.38,     26857.72
MIOpenConv1x1_gfx906, 12, 69094, { 802816       1       1}, {   64     1     1}, 0, 44, 103,     12544.00,      4324.00,        54.00,         0.00,       515.00,         0.00,       272.00,         0.00,      8046.19,     26915.00
MIOpenConv1x1_gfx906, 13, 69094, { 802816       1       1}, {   64     1     1}, 0, 44, 103,     12544.00,      4324.00,        54.00,         0.00,       515.00,         0.00,       272.00,         0.00,      8031.31,     26884.97
MIOpenConv1x1_gfx906, 14, 69094, { 802816       1       1}, {   64     1     1}, 0, 44, 103,     12544.00,      4324.00,        54.00,         0.00,       515.00,         0.00,       272.00,         0.00,      8021.38,     26811.94
MIOpenConv1x1_gfx906, 15, 69094, { 802816       1       1}, {   64     1     1}, 0, 44, 103,     12544.00,      4324.00,        54.00,         0.00,       515.00,         0.00,       272.00,         0.00,      7987.75,     26853.53
MIOpenConv1x1_gfx906, 16, 69094, { 802816       1       1}, {   64     1     1}, 0, 44, 103,     12544.00,      4324.00,        54.00,         0.00,       515.00,         0.00,       272.00,         0.00,      7888.12,     27038.09
MIOpenConv1x1_gfx906, 17, 69094, { 802816       1       1}, {   64     1     1}, 0, 44, 103,     12544.00,      4324.00,        54.00,         0.00,       515.00,         0.00,       272.00,         0.00,      7753.44,     26835.19
#ProfileFileVersion=5.6
#ProfilerVersion=5.6.7262
#API=HSA
#Application=/root/MIOpen/build/bin/MIOpenDriver
#ApplicationArgs=conv -n 64 -c 256 -H 14 -W 14 -k 1024 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1 -F 1 -V 0
#WorkingDirectory=./bin/
#OS Version=Linux version 4.13.0-32-generic (buildd@lgw01-amd64-004) (gcc version 5.4.0 20160609 (Ubuntu 5.4.0-6ubuntu1~16.04.5)) #35~16.04.1-Ubuntu SMP Thu Jan 25 10:13:43 UTC 2018 Build 4.13.0
#DisplayName=
#ListSeparator=,
Method, ExecutionOrder, ThreadID, GlobalWorkSize, WorkGroupSize, LocalMemSize, VGPRs, SGPRs, Wavefronts, VALUInsts, SALUInsts, VFetchInsts, SFetchInsts, VWriteInsts, FlatVMemInsts, FlatLDSInsts, FetchSize, WriteSize
transpose_NCHW2CNHW_opt_gfx906, 1, 69150, {  12544      64       1}, {  256     1     1}, 0, 12, 12,     12544.00,        34.00,         6.00,         0.00,         3.00,         0.00,         3.00,         0.00,      6314.25,      6305.72
Cijk_Ailk_Bljk_SB_MT256x32x8_SE_APM0_AF0EM1_AF1EM1_AMAS3_ASEM1_BL1_DTL1_EPS0_FL1_GRVW1_GSU1_ISA906_IU1_K1_KLA_LPA0_LPB0_LDL1_MGWVW1_NLCA1_NLCB1_PK0_PGR0_PLR1_RK0_SU32_SNLL0_TT8_4_USFGRO1_VAW1_VW4_WG32_8_1_WGM8_gfx906, 2, 69150, {  12544      32       1}, {  256     1     1}, 9216, 62, 98,      6272.00,      8299.00,      1080.10,       288.00,        35.00,         8.00,         0.00,         0.00,     26212.50,     25088.00
(anonymous&nbsp;namespace)::hip_fill_n<256u&comma;&nbsp;unsigned&nbsp;int*&comma;&nbsp;unsigned&nbsp;long&comma;&nbsp;unsigned&nbsp;int>_gfx906, 3, 69150, {12845056       1       1}, {  256     1     1}, 0, 11, 18,    200704.00,        38.00,         9.00,         0.00,         4.00,         0.00,         1.00,         0.00,         3.19,     25088.00
Cijk_Ailk_Bljk_SB_MT256x32x8_SE_APM0_AF0EM1_AF1EM1_AMAS3_ASEM1_BL1_DTL1_EPS0_FL1_GRVW1_GSU1_ISA906_IU1_K1_KLA_LPA0_LPB0_LDL1_MGWVW1_NLCA1_NLCB1_PK0_PGR0_PLR1_RK0_SU32_SNLL0_TT8_4_USFGRO1_VAW1_VW4_WG32_8_1_WGM8_gfx906, 4, 69150, {  12544      32       1}, {  256     1     1}, 9216, 62, 98,      6272.00,      8299.00,      1080.10,       288.00,        35.00,         8.00,         0.00,         0.00,     26224.69,     25088.00
transpose_CNHW2NCHW_opt_gfx906, 5, 69150, {  50176       1       1}, {  256     1     1}, 0, 22, 46,       784.00,       159.00,        74.00,         0.00,         3.00,         0.00,       128.00,         0.00,     25148.19,     25088.00
sp3AsmConvRxSU_gfx906, 6, 69150, {  32768       1       1}, {  512     1     1}, 65536, 126, 101,       512.00,    466925.69,     66423.50,     25122.00,         3.00,       400.00,         0.00,         0.00,    188508.81,     27683.53
gcnAsmConv1x1U_gfx906, 7, 69150, {    256      32      22}, {  128     1     1}, 0, 124, 91,      2816.00,     24787.00,      7826.00,       768.00,      2051.00,        96.00,         0.00,         0.00,     11522.75,     25826.94
MIOpenConv1x1_gfx906, 8, 69150, { 802816       1       1}, {   64     1     1}, 0, 44, 103,     12544.00,      4324.00,        54.00,         0.00,       515.00,         0.00,       272.00,         0.00,      7684.75,     26904.00
MIOpenConv1x1_gfx906, 9, 69150, { 802816       1       1}, {   64     1     1}, 0, 44, 103,     12544.00,      4324.00,        54.00,         0.00,       515.00,         0.00,       272.00,         0.00,      7761.62,     26908.84
MIOpenConv1x1_gfx906, 10, 69150, { 802816       1       1}, {   64     1     1}, 0, 44, 103,     12544.00,      4324.00,        54.00,         0.00,       515.00,         0.00,       272.00,         0.00,      7803.00,     26850.56
MIOpenConv1x1_gfx906, 11, 69150, { 802816       1       1}, {   64     1     1}, 0, 44, 103,     12544.00,      4324.00,        54.00,         0.00,       515.00,         0.00,       272.00,         0.00,      7752.69,     26967.62
MIOpenConv1x1_gfx906, 12, 69150, { 802816       1       1}, {   64     1     1}, 0, 44, 103,     12544.00,      4324.00,        54.00,         0.00,       515.00,         0.00,       272.00,         0.00,      7654.38,     27001.84
MIOpenConv1x1_gfx906, 13, 69150, { 802816       1       1}, {   64     1     1}, 0, 44, 103,     12544.00,      4324.00,        54.00,         0.00,       515.00,         0.00,       272.00,         0.00,      7802.38,     26873.91
MIOpenConv1x1_gfx906, 14, 69150, { 802816       1       1}, {   64     1     1}, 0, 44, 103,     12544.00,      4324.00,        54.00,         0.00,       515.00,         0.00,       272.00,         0.00,      7702.88,     26934.56
MIOpenConv1x1_gfx906, 15, 69150, { 802816       1       1}, {   64     1     1}, 0, 44, 103,     12544.00,      4324.00,        54.00,         0.00,       515.00,         0.00,       272.00,         0.00,      7831.62,     26897.84
MIOpenConv1x1_gfx906, 16, 69150, { 802816       1       1}, {   64     1     1}, 0, 44, 103,     12544.00,      4324.00,        54.00,         0.00,       515.00,         0.00,       272.00,         0.00,      7789.69,     26854.59
MIOpenConv1x1_gfx906, 17, 69150, { 802816       1       1}, {   64     1     1}, 0, 44, 103,     12544.00,      4324.00,        54.00,         0.00,       515.00,         0.00,       272.00,         0.00,      7718.12,     26825.72
#ProfileFileVersion=5.6
#ProfilerVersion=5.6.7262
#API=HSA
#Application=/root/MIOpen/build/bin/MIOpenDriver
#ApplicationArgs=conv -n 64 -c 1024 -H 14 -W 14 -k 256 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1 -F 1 -V 0
#WorkingDirectory=./bin/
#OS Version=Linux version 4.13.0-32-generic (buildd@lgw01-amd64-004) (gcc version 5.4.0 20160609 (Ubuntu 5.4.0-6ubuntu1~16.04.5)) #35~16.04.1-Ubuntu SMP Thu Jan 25 10:13:43 UTC 2018 Build 4.13.0
#DisplayName=
#ListSeparator=,
Method, ExecutionOrder, ThreadID, GlobalWorkSize, WorkGroupSize, LocalMemSize, VGPRs, SGPRs, Wavefronts, VALUInsts, SALUInsts, VFetchInsts, SFetchInsts, VWriteInsts, FlatVMemInsts, FlatLDSInsts, FetchSize, WriteSize
transpose_NCHW2CNHW_opt_gfx906, 1, 69216, {  50176       1       1}, {  256     1     1}, 0, 22, 62,       784.00,       261.00,       125.00,         0.00,         3.00,         0.00,       128.00,         0.00,     25099.00,     25484.22
Cijk_Ailk_Bljk_SB_MT128x64x16_SE_APM0_AF0EM1_AF1EM1_AMAS3_ASEM1_BL1_DTL0_EPS1_FL1_GRVW4_GSU1_ISA906_IU1_K1_KLA_LPA0_LPB0_LDL1_MGWVW1_NLCA1_NLCB1_PK0_PGR1_PLR1_RK0_SU32_SNLL0_TT4_8_USFGRO0_VAW1_VW4_WG32_8_1_WGM8_gfx906, 2, 69216, {  25088       4       1}, {  256     1     1}, 28672, 76, 98,      1568.00,     32914.00,      1435.52,       192.00,        35.00,         8.00,         0.00,         0.00,     26720.69,      6272.00
(anonymous&nbsp;namespace)::hip_fill_n<256u&comma;&nbsp;unsigned&nbsp;int*&comma;&nbsp;unsigned&nbsp;long&comma;&nbsp;unsigned&nbsp;int>_gfx906, 3, 69216, {3211264       1       1}, {  256     1     1}, 0, 11, 18,     50176.00,        38.00,         9.00,         0.00,         4.00,         0.00,         1.00,         0.00,         5.06,      6272.00
Cijk_Ailk_Bljk_SB_MT128x64x16_SE_APM0_AF0EM1_AF1EM1_AMAS3_ASEM1_BL1_DTL0_EPS1_FL1_GRVW4_GSU1_ISA906_IU1_K1_KLA_LPA0_LPB0_LDL1_MGWVW1_NLCA1_NLCB1_PK0_PGR1_PLR1_RK0_SU32_SNLL0_TT4_8_USFGRO0_VAW1_VW4_WG32_8_1_WGM8_gfx906, 4, 69216, {  25088       4       1}, {  256     1     1}, 28672, 76, 98,      1568.00,     32914.00,      1435.52,       192.00,        35.00,         8.00,         0.00,         0.00,     26727.75,      6272.00
transpose_CNHW2NCHW_opt_gfx906, 5, 69216, {  12544      64       1}, {  256     1     1}, 0, 11, 13,     12544.00,        33.00,         7.00,         0.00,         3.00,         0.00,         3.00,         0.00,      6318.06,      6272.09
sp3AsmConvRxSU_gfx906, 6, 69216, {  32768       1       1}, {  512     1     1}, 65536, 126, 101,       512.00,    490314.04,     67073.08,     26658.00,         3.00,       112.00,         0.00,         0.00,    230090.81,      6899.53
gcnAsmConv1x1U_gfx906, 7, 69216, {    512       2      64}, {  512     1     1}, 0, 84, 91,      1024.00,     65683.00,     22386.00,      2048.00,      8195.00,        64.00,         0.00,         0.00,     47570.56,      6272.06
MIOpenConv1x1_gfx906, 8, 69216, { 200704       1       1}, {   64     1     1}, 0, 44, 103,      3136.00,     17092.00,       151.00,         0.00,      2051.00,         0.00,      1040.00,         0.00,    183567.44,      6769.94
gcnAsmConv1x1U_gfx906, 9, 69216, {    512       2      64}, {  512     1     1}, 0, 84, 91,      1024.00,     65683.00,     22386.00,      2048.00,      8195.00,        64.00,         0.00,         0.00,     47473.25,      6272.19
gcnAsmConv1x1U_gfx906, 10, 69216, {    512       2      64}, {  512     1     1}, 0, 84, 91,      1024.00,     65683.00,     22386.00,      2048.00,      8195.00,        64.00,         0.00,         0.00,     47006.25,      6272.00
gcnAsmConv1x1U_gfx906, 11, 69216, {    512       2      64}, {  512     1     1}, 0, 84, 91,      1024.00,     65683.00,     22386.00,      2048.00,      8195.00,        64.00,         0.00,         0.00,     46758.25,      6272.12
gcnAsmConv1x1U_gfx906, 12, 69216, {    512       2      64}, {  512     1     1}, 0, 84, 91,      1024.00,     65683.00,     22386.00,      2048.00,      8195.00,        64.00,         0.00,         0.00,     46914.00,      6272.00
gcnAsmConv1x1U_gfx906, 13, 69216, {    512       2      64}, {  512     1     1}, 0, 84, 91,      1024.00,     65683.00,     22386.00,      2048.00,      8195.00,        64.00,         0.00,         0.00,     47268.38,      6272.00
gcnAsmConv1x1U_gfx906, 14, 69216, {    512       2      64}, {  512     1     1}, 0, 84, 91,      1024.00,     65683.00,     22386.00,      2048.00,      8195.00,        64.00,         0.00,         0.00,     46876.06,      6272.00
gcnAsmConv1x1U_gfx906, 15, 69216, {    512       2      64}, {  512     1     1}, 0, 84, 91,      1024.00,     65683.00,     22386.00,      2048.00,      8195.00,        64.00,         0.00,         0.00,     47142.00,      6272.00
gcnAsmConv1x1U_gfx906, 16, 69216, {    512       2      64}, {  512     1     1}, 0, 84, 91,      1024.00,     65683.00,     22386.00,      2048.00,      8195.00,        64.00,         0.00,         0.00,     47283.69,      6272.00
gcnAsmConv1x1U_gfx906, 17, 69216, {    512       2      64}, {  512     1     1}, 0, 84, 91,      1024.00,     65683.00,     22386.00,      2048.00,      8195.00,        64.00,         0.00,         0.00,     46734.31,      6272.19
#ProfileFileVersion=5.6
#ProfilerVersion=5.6.7262
#API=HSA
#Application=/root/MIOpen/build/bin/MIOpenDriver
#ApplicationArgs=conv -n 64 -c 256 -H 14 -W 14 -k 256 -y 3 -x 3 -p 1 -q 1 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1 -F 1 -V 0
#WorkingDirectory=./bin/
#OS Version=Linux version 4.13.0-32-generic (buildd@lgw01-amd64-004) (gcc version 5.4.0 20160609 (Ubuntu 5.4.0-6ubuntu1~16.04.5)) #35~16.04.1-Ubuntu SMP Thu Jan 25 10:13:43 UTC 2018 Build 4.13.0
#DisplayName=
#ListSeparator=,
Method, ExecutionOrder, ThreadID, GlobalWorkSize, WorkGroupSize, LocalMemSize, VGPRs, SGPRs, Wavefronts, VALUInsts, SALUInsts, VFetchInsts, SFetchInsts, VWriteInsts, FlatVMemInsts, FlatLDSInsts, FetchSize, WriteSize
sp3AsmConv3x3F_gfx906, 1, 69275, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    124340.89,     13528.42,      6690.00,         1.00,       112.00,         0.00,         0.00,     50818.06,      6593.06
sp3AsmConv3x3F_gfx906, 2, 69275, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    124249.62,     13388.44,      6690.00,         1.00,       112.00,         0.00,         0.00,     50825.69,      6594.12
sp3AsmConv3x3F_gfx906, 3, 69275, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    124213.02,     13337.14,      6690.00,         1.00,       112.00,         0.00,         0.00,     50825.06,      6593.88
sp3AsmConv3x3F_gfx906, 4, 69275, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    124330.13,     13509.70,      6690.00,         1.00,       112.00,         0.00,         0.00,     50819.56,      6593.72
sp3AsmConv3x3F_gfx906, 5, 69275, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    124237.65,     13370.32,      6690.00,         1.00,       112.00,         0.00,         0.00,     50829.75,      6593.31
sp3AsmConv3x3F_gfx906, 6, 69275, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    124286.94,     13445.73,      6690.00,         1.00,       112.00,         0.00,         0.00,     50818.88,      6592.88
sp3AsmConv3x3F_gfx906, 7, 69275, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    124179.27,     13289.55,      6690.00,         1.00,       112.00,         0.00,         0.00,     50819.62,      6593.66
sp3AsmConv3x3F_gfx906, 8, 69275, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    124263.42,     13423.63,      6690.00,         1.00,       112.00,         0.00,         0.00,     50822.31,      6593.44
sp3AsmConv3x3F_gfx906, 9, 69275, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    124337.56,     13522.89,      6690.00,         1.00,       112.00,         0.00,         0.00,     50820.50,      6594.56
sp3AsmConv3x3F_gfx906, 10, 69275, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    124285.69,     13450.99,      6690.00,         1.00,       112.00,         0.00,         0.00,     50817.69,      6593.84
#ProfileFileVersion=5.6
#ProfilerVersion=5.6.7262
#API=HSA
#Application=/root/MIOpen/build/bin/MIOpenDriver
#ApplicationArgs=conv -n 64 -c 256 -H 14 -W 14 -k 1024 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1 -F 1 -V 0
#WorkingDirectory=./bin/
#OS Version=Linux version 4.13.0-32-generic (buildd@lgw01-amd64-004) (gcc version 5.4.0 20160609 (Ubuntu 5.4.0-6ubuntu1~16.04.5)) #35~16.04.1-Ubuntu SMP Thu Jan 25 10:13:43 UTC 2018 Build 4.13.0
#DisplayName=
#ListSeparator=,
Method, ExecutionOrder, ThreadID, GlobalWorkSize, WorkGroupSize, LocalMemSize, VGPRs, SGPRs, Wavefronts, VALUInsts, SALUInsts, VFetchInsts, SFetchInsts, VWriteInsts, FlatVMemInsts, FlatLDSInsts, FetchSize, WriteSize
transpose_NCHW2CNHW_opt_gfx906, 1, 69312, {  12544      64       1}, {  256     1     1}, 0, 12, 12,     12544.00,        34.00,         6.00,         0.00,         3.00,         0.00,         3.00,         0.00,      6324.56,      6301.38
Cijk_Ailk_Bljk_SB_MT256x32x8_SE_APM0_AF0EM1_AF1EM1_AMAS3_ASEM1_BL1_DTL1_EPS0_FL1_GRVW1_GSU1_ISA906_IU1_K1_KLA_LPA0_LPB0_LDL1_MGWVW1_NLCA1_NLCB1_PK0_PGR0_PLR1_RK0_SU32_SNLL0_TT8_4_USFGRO1_VAW1_VW4_WG32_8_1_WGM8_gfx906, 2, 69312, {  12544      32       1}, {  256     1     1}, 9216, 62, 98,      6272.00,      8299.00,      1080.10,       288.00,        35.00,         8.00,         0.00,         0.00,     26313.75,     25088.00
(anonymous&nbsp;namespace)::hip_fill_n<256u&comma;&nbsp;unsigned&nbsp;int*&comma;&nbsp;unsigned&nbsp;long&comma;&nbsp;unsigned&nbsp;int>_gfx906, 3, 69312, {12845056       1       1}, {  256     1     1}, 0, 11, 18,    200704.00,        38.00,         9.00,         0.00,         4.00,         0.00,         1.00,         0.00,       197.50,     25088.00
Cijk_Ailk_Bljk_SB_MT256x32x8_SE_APM0_AF0EM1_AF1EM1_AMAS3_ASEM1_BL1_DTL1_EPS0_FL1_GRVW1_GSU1_ISA906_IU1_K1_KLA_LPA0_LPB0_LDL1_MGWVW1_NLCA1_NLCB1_PK0_PGR0_PLR1_RK0_SU32_SNLL0_TT8_4_USFGRO1_VAW1_VW4_WG32_8_1_WGM8_gfx906, 4, 69312, {  12544      32       1}, {  256     1     1}, 9216, 62, 98,      6272.00,      8299.00,      1080.10,       288.00,        35.00,         8.00,         0.00,         0.00,     26476.31,     25088.00
transpose_CNHW2NCHW_opt_gfx906, 5, 69312, {  50176       1       1}, {  256     1     1}, 0, 22, 46,       784.00,       159.00,        74.00,         0.00,         3.00,         0.00,       128.00,         0.00,     25185.56,     25088.00
sp3AsmConvRxSU_gfx906, 6, 69312, {  32768       1       1}, {  512     1     1}, 65536, 126, 101,       512.00,    466967.65,     66456.61,     25122.00,         3.00,       400.00,         0.00,         0.00,    187787.50,     27671.69
gcnAsmConv1x1U_gfx906, 7, 69312, {    256      32      22}, {  128     1     1}, 0, 124, 91,      2816.00,     24787.00,      7826.00,       768.00,      2051.00,        96.00,         0.00,         0.00,     11714.38,     25833.34
MIOpenConv1x1_gfx906, 8, 69312, { 802816       1       1}, {   64     1     1}, 0, 44, 103,     12544.00,      4324.00,        54.00,         0.00,       515.00,         0.00,       272.00,         0.00,      7756.00,     26807.34
MIOpenConv1x1_gfx906, 9, 69312, { 802816       1       1}, {   64     1     1}, 0, 44, 103,     12544.00,      4324.00,        54.00,         0.00,       515.00,         0.00,       272.00,         0.00,      8110.75,     26793.47
MIOpenConv1x1_gfx906, 10, 69312, { 802816       1       1}, {   64     1     1}, 0, 44, 103,     12544.00,      4324.00,        54.00,         0.00,       515.00,         0.00,       272.00,         0.00,      7959.38,     26917.16
MIOpenConv1x1_gfx906, 11, 69312, { 802816       1       1}, {   64     1     1}, 0, 44, 103,     12544.00,      4324.00,        54.00,         0.00,       515.00,         0.00,       272.00,         0.00,      8073.44,     26966.72
MIOpenConv1x1_gfx906, 12, 69312, { 802816       1       1}, {   64     1     1}, 0, 44, 103,     12544.00,      4324.00,        54.00,         0.00,       515.00,         0.00,       272.00,         0.00,      8017.56,     26994.97
MIOpenConv1x1_gfx906, 13, 69312, { 802816       1       1}, {   64     1     1}, 0, 44, 103,     12544.00,      4324.00,        54.00,         0.00,       515.00,         0.00,       272.00,         0.00,      8085.25,     26837.56
MIOpenConv1x1_gfx906, 14, 69312, { 802816       1       1}, {   64     1     1}, 0, 44, 103,     12544.00,      4324.00,        54.00,         0.00,       515.00,         0.00,       272.00,         0.00,      8180.56,     26849.06
MIOpenConv1x1_gfx906, 15, 69312, { 802816       1       1}, {   64     1     1}, 0, 44, 103,     12544.00,      4324.00,        54.00,         0.00,       515.00,         0.00,       272.00,         0.00,      8038.62,     26972.12
MIOpenConv1x1_gfx906, 16, 69312, { 802816       1       1}, {   64     1     1}, 0, 44, 103,     12544.00,      4324.00,        54.00,         0.00,       515.00,         0.00,       272.00,         0.00,      8031.69,     26874.38
MIOpenConv1x1_gfx906, 17, 69312, { 802816       1       1}, {   64     1     1}, 0, 44, 103,     12544.00,      4324.00,        54.00,         0.00,       515.00,         0.00,       272.00,         0.00,      7722.00,     26921.94
#ProfileFileVersion=5.6
#ProfilerVersion=5.6.7262
#API=HSA
#Application=/root/MIOpen/build/bin/MIOpenDriver
#ApplicationArgs=conv -n 64 -c 1024 -H 14 -W 14 -k 256 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1 -F 1 -V 0
#WorkingDirectory=./bin/
#OS Version=Linux version 4.13.0-32-generic (buildd@lgw01-amd64-004) (gcc version 5.4.0 20160609 (Ubuntu 5.4.0-6ubuntu1~16.04.5)) #35~16.04.1-Ubuntu SMP Thu Jan 25 10:13:43 UTC 2018 Build 4.13.0
#DisplayName=
#ListSeparator=,
Method, ExecutionOrder, ThreadID, GlobalWorkSize, WorkGroupSize, LocalMemSize, VGPRs, SGPRs, Wavefronts, VALUInsts, SALUInsts, VFetchInsts, SFetchInsts, VWriteInsts, FlatVMemInsts, FlatLDSInsts, FetchSize, WriteSize
transpose_NCHW2CNHW_opt_gfx906, 1, 69372, {  50176       1       1}, {  256     1     1}, 0, 22, 62,       784.00,       261.00,       125.00,         0.00,         3.00,         0.00,       128.00,         0.00,     25121.12,     25470.53
Cijk_Ailk_Bljk_SB_MT128x64x16_SE_APM0_AF0EM1_AF1EM1_AMAS3_ASEM1_BL1_DTL0_EPS1_FL1_GRVW4_GSU1_ISA906_IU1_K1_KLA_LPA0_LPB0_LDL1_MGWVW1_NLCA1_NLCB1_PK0_PGR1_PLR1_RK0_SU32_SNLL0_TT4_8_USFGRO0_VAW1_VW4_WG32_8_1_WGM8_gfx906, 2, 69372, {  25088       4       1}, {  256     1     1}, 28672, 76, 98,      1568.00,     32914.00,      1435.52,       192.00,        35.00,         8.00,         0.00,         0.00,     26740.94,      6272.00
(anonymous&nbsp;namespace)::hip_fill_n<256u&comma;&nbsp;unsigned&nbsp;int*&comma;&nbsp;unsigned&nbsp;long&comma;&nbsp;unsigned&nbsp;int>_gfx906, 3, 69372, {3211264       1       1}, {  256     1     1}, 0, 11, 18,     50176.00,        38.00,         9.00,         0.00,         4.00,         0.00,         1.00,         0.00,        54.75,      6272.00
Cijk_Ailk_Bljk_SB_MT128x64x16_SE_APM0_AF0EM1_AF1EM1_AMAS3_ASEM1_BL1_DTL0_EPS1_FL1_GRVW4_GSU1_ISA906_IU1_K1_KLA_LPA0_LPB0_LDL1_MGWVW1_NLCA1_NLCB1_PK0_PGR1_PLR1_RK0_SU32_SNLL0_TT4_8_USFGRO0_VAW1_VW4_WG32_8_1_WGM8_gfx906, 4, 69372, {  25088       4       1}, {  256     1     1}, 28672, 76, 98,      1568.00,     32914.00,      1435.52,       192.00,        35.00,         8.00,         0.00,         0.00,     26709.94,      6272.00
transpose_CNHW2NCHW_opt_gfx906, 5, 69372, {  12544      64       1}, {  256     1     1}, 0, 11, 13,     12544.00,        33.00,         7.00,         0.00,         3.00,         0.00,         3.00,         0.00,      6335.31,      6272.00
sp3AsmConvRxSU_gfx906, 6, 69372, {  32768       1       1}, {  512     1     1}, 65536, 126, 101,       512.00,    490034.73,     66986.97,     26658.00,         3.00,       112.00,         0.00,         0.00,    242383.00,      6970.56
gcnAsmConv1x1U_gfx906, 7, 69372, {    512       2      64}, {  512     1     1}, 0, 84, 91,      1024.00,     65683.00,     22386.00,      2048.00,      8195.00,        64.00,         0.00,         0.00,     47290.06,      6272.00
MIOpenConv1x1_gfx906, 8, 69372, { 200704       1       1}, {   64     1     1}, 0, 44, 103,      3136.00,     17092.00,       151.00,         0.00,      2051.00,         0.00,      1040.00,         0.00,    171339.06,      6772.12
gcnAsmConv1x1U_gfx906, 9, 69372, {    512       2      64}, {  512     1     1}, 0, 84, 91,      1024.00,     65683.00,     22386.00,      2048.00,      8195.00,        64.00,         0.00,         0.00,     46886.81,      6272.25
gcnAsmConv1x1U_gfx906, 10, 69372, {    512       2      64}, {  512     1     1}, 0, 84, 91,      1024.00,     65683.00,     22386.00,      2048.00,      8195.00,        64.00,         0.00,         0.00,     46894.25,      6272.12
